college_name,institute_code,year,counselling_system,round,seat_allocation_type,official_branch_name,normalized_branch,category,category_rank_type,quota,gender_pool,opening_rank,closing_rank,percentile,score,rank_type,source_id,source_page
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,EWS (PwD),JEE Advanced EWS-PwD category rank,AI,Gender-Neutral,3,3,,,JEE Advanced EWS-PwD category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Female-only (including Supernumerary),252,317,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Gender-Neutral,60,104,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OBC-NCL (PwD),JEE Advanced OBC-NCL-PwD category rank,AI,Gender-Neutral,9,9,,,JEE Advanced OBC-NCL-PwD category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OPEN,JEE Advanced CRL,AI,Female-only (including Supernumerary),91,419,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OPEN,JEE Advanced CRL,AI,Gender-Neutral,16,115,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OPEN (PwD),JEE Advanced CRL-PwD,AI,Female-only (including Supernumerary),72,72,,,JEE Advanced CRL-PwD,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,OPEN (PwD),JEE Advanced CRL-PwD,AI,Gender-Neutral,9,9,,,JEE Advanced CRL-PwD,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,SC,JEE Advanced SC category rank,AI,Female-only (including Supernumerary),124,129,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,SC,JEE Advanced SC category rank,AI,Gender-Neutral,10,46,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,SC (PwD),JEE Advanced SC-PwD category rank,AI,Gender-Neutral,2,2,,,JEE Advanced SC-PwD category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,ST,JEE Advanced ST category rank,AI,Female-only (including Supernumerary),89,116,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,ST,JEE Advanced ST category rank,AI,Gender-Neutral,18,24,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,EWS,JEE Advanced EWS category rank,AI,Female-only (including Supernumerary),170,170,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,EWS,JEE Advanced EWS category rank,AI,Gender-Neutral,41,65,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Female-only (including Supernumerary),401,558,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Gender-Neutral,114,166,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,OPEN,JEE Advanced CRL,AI,Female-only (including Supernumerary),621,724,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,OPEN,JEE Advanced CRL,AI,Gender-Neutral,120,185,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,OPEN (PwD),JEE Advanced CRL-PwD,AI,Gender-Neutral,23,23,,,JEE Advanced CRL-PwD,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,SC,JEE Advanced SC category rank,AI,Female-only (including Supernumerary),338,338,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,SC,JEE Advanced SC category rank,AI,Gender-Neutral,75,105,,,JEE Advanced SC category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,ST,JEE Advanced ST category rank,AI,Female-only (including Supernumerary),210,210,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Computer Science and Engineering,ST,JEE Advanced ST category rank,AI,Gender-Neutral,25,54,,,JEE Advanced ST category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,EWS,JEE Advanced EWS category rank,AI,Female-only (including Supernumerary),354,382,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,EWS,JEE Advanced EWS category rank,AI,Gender-Neutral,120,150,,,JEE Advanced EWS category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,EWS (PwD),JEE Advanced EWS-PwD category rank,AI,Gender-Neutral,18,18,,,JEE Advanced EWS-PwD category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Female-only (including Supernumerary),487,1023,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OBC-NCL,JEE Advanced OBC-NCL category rank,AI,Gender-Neutral,207,449,,,JEE Advanced OBC-NCL category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OBC-NCL (PwD),JEE Advanced OBC-NCL-PwD category rank,AI,Gender-Neutral,49,49,,,JEE Advanced OBC-NCL-PwD category rank,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OPEN,JEE Advanced CRL,AI,Female-only (including Supernumerary),879,1693,,,JEE Advanced CRL,S001,
Indian Institute of Technology Delhi,104,2023,JoSAA,Round 1,Regular,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,OPEN,JEE Advanced CRL,AI,Gender-Neutral,354,576,,,JEE Advanced CRL,S001,
