college_name,institute_code,year,counselling_system,round,seat_allocation_type,official_branch_name,normalized_branch,category,category_rank_type,quota,gender_pool,opening_rank,closing_rank,percentile,score,rank_type,source_id,source_page
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,SC,SC category rank,Other State,Gender-Neutral,2065,3317,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,ST,ST category rank,Other State,Female-only (including Supernumerary),1940,1940,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,ST,ST category rank,Other State,Gender-Neutral,1080,1102,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,EWS,EWS category rank,Home State,Female-only (including Supernumerary),2101,2101,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,EWS,EWS category rank,Home State,Gender-Neutral,1389,1773,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL,OBC-NCL category rank,Home State,Female-only (including Supernumerary),5828,8779,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL,OBC-NCL category rank,Home State,Gender-Neutral,2360,3597,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL (PwD),OBC-NCL (PwD) category rank,Home State,Gender-Neutral,913,913,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OPEN,CRL,Home State,Female-only (including Supernumerary),11950,13518,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OPEN,CRL,Home State,Gender-Neutral,5817,9630,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,SC,SC category rank,Home State,Female-only (including Supernumerary),2253,2253,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,SC,SC category rank,Home State,Gender-Neutral,1151,2391,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,ST,ST category rank,Home State,Female-only (including Supernumerary),1945,1945,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,ST,ST category rank,Home State,Gender-Neutral,456,551,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,EWS,EWS category rank,Other State,Female-only (including Supernumerary),2200,2200,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,EWS,EWS category rank,Other State,Gender-Neutral,1470,1540,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,EWS (PwD),EWS (PwD) category rank,Other State,Gender-Neutral,74,74,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL,OBC-NCL category rank,Other State,Female-only (including Supernumerary),4869,6613,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL,OBC-NCL category rank,Other State,Gender-Neutral,2393,3705,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OBC-NCL (PwD),OBC-NCL (PwD) category rank,Other State,Gender-Neutral,211,211,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OPEN,CRL,Other State,Female-only (including Supernumerary),11557,13942,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OPEN,CRL,Other State,Gender-Neutral,6828,9251,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,OPEN (PwD),OPEN-PwD rank,Other State,Female-only (including Supernumerary),686,686,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,SC,SC category rank,Other State,Female-only (including Supernumerary),2692,2692,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,SC,SC category rank,Other State,Gender-Neutral,1007,2073,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,ST,ST category rank,Other State,Female-only (including Supernumerary),1284,1284,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Electronics and Communication Engineering,ST,ST category rank,Other State,Gender-Neutral,781,897,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,EWS,EWS category rank,Home State,Female-only (including Supernumerary),5654,5654,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,EWS,EWS category rank,Home State,Gender-Neutral,3736,3880,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OBC-NCL,OBC-NCL category rank,Home State,Female-only (including Supernumerary),10900,14022,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OBC-NCL,OBC-NCL category rank,Home State,Gender-Neutral,6067,7986,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN,CRL,Home State,Female-only (including Supernumerary),22678,33621,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN,CRL,Home State,Gender-Neutral,15539,22487,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN (PwD),OPEN-PwD rank,Home State,Gender-Neutral,1642,1642,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,SC,SC category rank,Home State,Female-only (including Supernumerary),4724,6430,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,SC,SC category rank,Home State,Gender-Neutral,2137,3493,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,ST,ST category rank,Home State,Female-only (including Supernumerary),2025,2025,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,ST,ST category rank,Home State,Gender-Neutral,622,1149,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,EWS,EWS category rank,Other State,Female-only (including Supernumerary),6129,6129,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,EWS,EWS category rank,Other State,Gender-Neutral,3522,3607,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OBC-NCL,OBC-NCL category rank,Other State,Female-only (including Supernumerary),12328,14589,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OBC-NCL,OBC-NCL category rank,Other State,Gender-Neutral,6351,7696,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN,CRL,Other State,Female-only (including Supernumerary),28708,32279,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN,CRL,Other State,Gender-Neutral,14832,20994,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,OPEN (PwD),OPEN-PwD rank,Other State,Gender-Neutral,982,982,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,SC,SC category rank,Other State,Female-only (including Supernumerary),6044,6044,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,SC,SC category rank,Other State,Gender-Neutral,2943,4400,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,ST,ST category rank,Other State,Female-only (including Supernumerary),2310,2310,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,ST,ST category rank,Other State,Gender-Neutral,1742,1814,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,EWS,EWS category rank,Home State,Female-only (including Supernumerary),9131,9131,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,EWS,EWS category rank,Home State,Gender-Neutral,6041,6255,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OBC-NCL,OBC-NCL category rank,Home State,Female-only (including Supernumerary),16451,18036,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OBC-NCL,OBC-NCL category rank,Home State,Gender-Neutral,10501,13656,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OPEN,CRL,Home State,Female-only (including Supernumerary),39589,44744,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OPEN,CRL,Home State,Gender-Neutral,31243,37531,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,SC,SC category rank,Home State,Gender-Neutral,6444,7404,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,ST,ST category rank,Home State,Female-only (including Supernumerary),2438,2438,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,ST,ST category rank,Home State,Gender-Neutral,2479,2479,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,EWS,EWS category rank,Other State,Female-only (including Supernumerary),8399,8399,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,EWS,EWS category rank,Other State,Gender-Neutral,6223,6295,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OBC-NCL,OBC-NCL category rank,Other State,Female-only (including Supernumerary),16357,16471,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OBC-NCL,OBC-NCL category rank,Other State,Gender-Neutral,11265,12883,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OPEN,CRL,Other State,Female-only (including Supernumerary),43637,45018,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OPEN,CRL,Other State,Gender-Neutral,35128,37681,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,OPEN (PwD),OPEN-PwD rank,Other State,Gender-Neutral,2263,2263,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,SC,SC category rank,Other State,Female-only (including Supernumerary),9789,9789,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,SC,SC category rank,Other State,Gender-Neutral,5996,7264,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,ST,ST category rank,Other State,Female-only (including Supernumerary),3723,3723,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 4,Regular seat allocation,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,ST,ST category rank,Other State,Gender-Neutral,2685,2822,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,EWS,EWS category rank,Home State,Gender-Neutral,279,614,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OBC-NCL,OBC-NCL category rank,Home State,Female-only (including Supernumerary),938,1153,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OBC-NCL,OBC-NCL category rank,Home State,Gender-Neutral,799,2631,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OPEN,CRL,Home State,Female-only (including Supernumerary),581,699,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OPEN,CRL,Home State,Gender-Neutral,744,2144,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,SC,SC category rank,Home State,Female-only (including Supernumerary),119,119,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,SC,SC category rank,Home State,Gender-Neutral,248,624,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,ST,ST category rank,Home State,Female-only (including Supernumerary),571,571,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,ST,ST category rank,Home State,Gender-Neutral,35,674,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,EWS,EWS category rank,Other State,Female-only (including Supernumerary),258,258,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,EWS,EWS category rank,Other State,Gender-Neutral,136,330,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OBC-NCL,OBC-NCL category rank,Other State,Female-only (including Supernumerary),359,373,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OBC-NCL,OBC-NCL category rank,Other State,Gender-Neutral,264,386,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OPEN,CRL,Other State,Female-only (including Supernumerary),345,432,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,OPEN,CRL,Other State,Gender-Neutral,428,560,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,SC,SC category rank,Other State,Female-only (including Supernumerary),188,188,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,SC,SC category rank,Other State,Gender-Neutral,148,235,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,ST,ST category rank,Other State,Female-only (including Supernumerary),59,59,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Architecture (5 Years, Bachelor of Architecture)",Architecture,ST,ST category rank,Other State,Gender-Neutral,45,84,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Engineering,EWS,EWS category rank,Home State,Female-only (including Supernumerary),1641,1641,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Engineering,EWS,EWS category rank,Home State,Gender-Neutral,951,951,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
Malaviya National Institute of Technology Jaipur,202,2023,JoSAA,Round 5,Regular seat allocation,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Engineering,OBC-NCL,OBC-NCL category rank,Home State,Female-only (including Supernumerary),8550,8550,,,JoSAA published rank; CRL for OPEN and category rank for reserved categories,SRC003,
